"","rating","text","time_created","url","user_image_url","user_name"
"1",4,"Beer and tacos. Beer. Tacos.

There are college students hollering at one another and people generally gathering around your table, but its all for...","2018-02-17 22:47:32","https://www.yelp.com/biz/taco-bell-berkeley-2?hrid=u2u7p37Kl00qCyvv8u13_A&adjust_creative=ZTF0greekwamOY9SSiXu1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZTF0greekwamOY9SSiXu1A","https://s3-media1.fl.yelpcdn.com/photo/TDSG4UsBtWgq2ztKcICxOA/o.jpg","Megan D."
"2",3,"this Taco Bell is open 24/7, friday & saturdays. u.c. berkeley students and probably all of berkeley knows this by now. otherwise it's 7-3a.m.

typical taco...","2018-01-22 17:31:22","https://www.yelp.com/biz/taco-bell-berkeley-2?hrid=PVeiPTNDq1Amka4FMeZgyg&adjust_creative=ZTF0greekwamOY9SSiXu1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZTF0greekwamOY9SSiXu1A","https://s3-media1.fl.yelpcdn.com/photo/Tx8oXPMPyGdIqq20HRbKxA/o.jpg","Victor G."
"3",5,"As the newest member of the Yelp community, I like to begin this honor by providing a review to God's greatest gift to mankind: Taco Bell.

Seriously, once...","2018-01-12 18:06:32","https://www.yelp.com/biz/taco-bell-berkeley-2?hrid=SfzTHDS1JB2XvMoUNzKICA&adjust_creative=ZTF0greekwamOY9SSiXu1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZTF0greekwamOY9SSiXu1A","https://s3-media1.fl.yelpcdn.com/photo/EPCoLwnMRsrvZpqvNuuuAw/o.jpg","Bruce K."
